Serial number,Time,Status,EacToday(kWh),EacTotal(kWh),Vpv1(V),Vpv2(V),Vpv3(V),Vpv4(V),Vpv5(V),Vpv6(V),Vpv7(V),Vpv8(V),Vpv9(V),Vpv10(V),Vpv11(V),Vpv12(V),Vpv13(V),Vpv14(V),Vpv15(V),Vpv16(V),Ipv1(A),Ipv2(A),Ipv3(A),Ipv4(A),Ipv5(A),Ipv6(A),Ipv7(A),Ipv8(A),Ipv9(A),Ipv10(A),Ipv11(A),Ipv12(A),Ipv13(A),Ipv14(A),Ipv15(A),Ipv16(A),Ppv1(W),Ppv2(W),Ppv3(W),Ppv4(W),Ppv5(W),Ppv6(W),Ppv7(W),Ppv8(W),Ppv9(W),Ppv10(W),Ppv11(W),Ppv12(W),Ppv13(W),Ppv14(W),Ppv15(W),Ppv16(W),Ppv(W),EpvToday(kWh),EpvTotal(kWh),TimeTotal(H),VacRS(V),VacST(V),VacTR(V),IacR(A),IacS(A),IacT(A),PacR(VA),PacS(VA),PacT(VA),VacR(V),VacS(V),VacT(V),Fac(Hz),Pac(W),PF,#NAME?,#NAME?.1,INVTemp(℃),AMTemp1(℃),BTTemp(℃),OUTTemp(℃),AMTemp2(℃),Vstr1(V),Vstr2(V),Vstr3(V),Vstr4(V),Vstr5(V),Vstr6(V),Vstr7(V),Vstr8(V),Vstr9(V),Vstr10(V),Vstr11(V),Vstr12(V),Vstr13(V),Vstr14(V),Vstr15(V),Vstr16(V),Vstr17(V),Vstr18(V),Vstr19(V),Vstr20(V),Vstr21(V),Vstr22(V),Vstr23(V),Vstr24(V),Vstr25(V),Vstr26(V),Vstr27(V),Vstr28(V),Vstr29(V),Vstr30(V),Vstr31(V),Vstr32(V),Istr1(A),Istr2(A),Istr3(A),Istr4(A),Istr5(A),Istr6(A),Istr7(A),Istr8(A),Istr9(A),Istr10(A),Istr11(A),Istr12(A),Istr13(A),Istr14(A),Istr15(A),Istr16(A),Istr17(A),Istr18(A),Istr19(A),Istr20(A),Istr21(A),Istr22(A),Istr23(A),Istr24(A),Istr25(A),Istr26(A),Istr27(A),Istr28(A),Istr29(A),Istr30(A),Istr31(A),Istr32(A),PIDStatus,Vpid1(V),Vpid2(V),Vpid3(V),Vpid4(V),Vpid5(V),Vpid6(V),Vpid7(V),Vpid8(V),Vpid9(V),Vpid10(V),Vpid11(V),Vpid12(V),Vpid13(V),Vpid14(V),Vpid15(V),Vpid(V),Ipid1(mA),Ipid2(mA),Ipid3(mA),Ipid4(mA),Ipid5(mA),Ipid6(mA),Ipid7(mA),Ipid8(mA),Ipid9(mA),Ipid10(mA),Ipid11(mA),Ipid12(mA),Ipid13(mA),Ipid14(mA),Ipid15(mA),Ipid16(mA),PidFaultCode,FaultCode,FaultBit,Subcode(fault/warn),WarnCode,WarnBit,StrUnmatch,StrUnblance,StrBreak,WarnValue1,WarnValue2,WarnValue3,FaultValue,DerateMode,PV ISO(KΩ),R_DCI(mA),S_DCI(mA),T_DCI(mA),PID_BUS(V),GFCI(mA),SVG/APF Status,CT_I_R(A),CT_I_S(A),CT_I_T(A),CT_Q_R(Var),CT_Q_S(Var),CT_Q_T(Var),CT_HAR_I_R(A),CT_HAR_I_S(A),CT_HAR_I_T(A),COMP_Q_R(Var),COMP_Q_S(Var),COMP_Q_T(Var),COMP_HAR_I_R(A),COMP_HAR_I_S(A),COMP_HAR_I_T(A),Debug1,Debug2,Debug3,ReactPower(Var),ReactPowerMax(Var),ReactPower_Total(kWh),isAgain,AfciStatus,StrengthPv1,StrengthPv2,Pstr1(W),Pstr2(W),Pstr3(W),Pstr4(W),Pstr5(W),Pstr6(W),Pstr7(W),Pstr8(W),Pstr9(W),Pstr10(W),Pstr11(W),Pstr12(W),Pstr13(W),Pstr14(W),Pstr15(W),Pstr16(W),Pstr17(W),Pstr18(W),Pstr19(W),Pstr20(W),Pstr21(W),Pstr22(W),Pstr23(W),Pstr24(W),Pstr25(W),Pstr26(W),Pstr27(W),Pstr28(W),Pstr29(W),Pstr30(W),Pstr31(W),Pstr32(W),Total_String_Power(W),Conversion_Efficiency(%),String_Power_CV(%),Temp_Range(℃)
GKLHE8100T,2025-04-04 00:29:00,Standby,0.0,11854.6,55.0,55.3,55.2,55.1,55.0,55.0,55.0,54.9,55.0,55.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5.5,0.0,10515.8,217.8,398.1,392.8,395.0,0.0,0.0,0.0,0.0,0.0,0.0,229.9,228.6,226.1,50.0,0.0,1,0.0,0.0,29.6,39.2,29.2,0,30.7,55.1,55.1,55.3,55.3,55.1,55.1,55.1,55.1,55.0,55.0,54.9,54.9,54.9,54.9,54.9,54.9,55.0,55.0,55.0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,0,0,0,0,0,0,0,0,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,0,-0.1,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,7193,0.0,0.0,0.0,664.7,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1，0，0，320，518，0，0，5400,0，30，652，0，0，100，1，22,0，0，0，0，0，0，0，0,0.0,60546.8,358.3,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,39.2
GKLHE8100T,2025-04-04 00:31:00,Standby,0.0,11854.6,55.0,55.4,55.2,55.2,55.0,55.0,55.0,54.9,55.1,55.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5.5,0.0,10515.8,217.8,398.0,392.5,395.1,0.0,0.0,0.0,0.0,0.0,0.0,230.0,228.5,226.0,50.0,0.0,1,0.0,0.0,29.6,39.2,29.2,0,30.7,55.0,55.0,55.3,55.3,55.2,55.2,55.2,55.2,55.0,55.0,55.0,55.0,55.0,55.0,54.9,54.9,55.1,55.1,55.0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,506.9,506.9,506.9,506.9,506.9,506.9,506.9,506.9,0,0,0,0,0,0,0,0,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,0,-0.1,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,7193,0.0,0.0,0.0,664.7,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1，0，0，320，518，0，0，5400,0，30，652，0，0，100，1，33,0，0，0，0，0，0，0，0,0.0,60546.8,358.3,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,39.2
GKLHE8100T,2025-04-04 00:33:00,Standby,0.0,11854.6,55.0,55.3,55.2,55.2,55.0,54.9,55.0,54.9,55.0,55.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5.5,0.0,10515.8,217.8,398.5,393.5,395.7,0.0,0.0,0.0,0.0,0.0,0.0,230.4,228.9,226.4,50.0,0.0,1,0.0,0.0,29.5,39.2,29.2,0,30.7,55.0,55.0,55.3,55.3,55.2,55.2,55.1,55.1,55.0,55.0,54.9,54.9,55.0,55.0,54.9,54.9,55.0,55.0,55.1,55.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,0,0,0,0,0,0,0,0,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,0,-0.1,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,7193,0.0,0.0,0.0,664.6,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1，0，0，320，518，0，0，5400,0，30，652，0，0，100，1，69,0，0，0，0，0，0，0，0,0.0,60546.8,358.3,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,39.2
GKLHE8100T,2025-04-04 00:35:00,Standby,0.0,11854.6,55.1,55.3,55.2,55.2,55.0,55.0,54.9,54.9,55.0,55.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5.5,0.0,10515.8,217.8,398.4,393.3,395.7,0.0,0.0,0.0,0.0,0.0,0.0,230.4,228.7,226.4,50.0,0.0,1,0.0,0.0,29.5,39.2,29.2,0,30.7,55.0,55.0,55.3,55.3,55.2,55.2,55.1,55.1,55.0,55.0,55.0,55.0,54.9,54.9,54.9,54.9,55.0,55.0,55.0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,507.0,507.0,507.0,506.9,506.9,506.9,506.9,506.9,0,0,0,0,0,0,0,0,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,0,-0.1,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,7193,0.0,0.0,0.0,664.7,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1，0，0，320，518，0，0，5400,0，30，652，0，0，100，1，66,0，0，0，0，0，0，0，0,0.0,60546.8,358.3,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,39.2
GKLHE8100T,2025-04-04 00:37:00,Standby,0.0,11854.6,55.1,55.3,55.2,55.2,55.0,55.0,55.0,54.9,55.0,55.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5.5,0.0,10515.8,217.8,398.2,392.8,395.1,0.0,0.0,0.0,0.0,0.0,0.0,230.1,228.7,226.1,50.0,0.0,1,0.0,0.0,29.5,39.1,29.1,0,30.7,55.0,55.0,55.3,55.3,55.2,55.2,55.2,55.2,55.0,55.0,55.0,55.0,55.0,55.0,54.9,54.9,55.0,55.0,55.0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,506.9,506.9,506.9,507.0,507.0,507.0,507.0,507.0,0,0,0,0,0,0,0,0,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,0,-0.1,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,7193,0.0,0.0,0.0,664.7,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1，0，0，320，518，0，0，5400,0，30，652，0，0，100，1，70,0，0，0，0，0，0，0，0,0.0,60546.8,358.3,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,39.1
GKLHE8100T,2025-04-04 00:39:00,Standby,0.0,11854.6,55.1,55.3,55.2,55.2,55.0,55.0,55.0,54.9,55.1,55.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5.5,0.0,10515.8,217.8,398.4,393.1,395.5,0.0,0.0,0.0,0.0,0.0,0.0,230.2,228.7,226.3,50.0,0.0,1,0.0,0.0,29.5,39.1,29.1,0,30.7,55.0,55.0,55.3,55.3,55.2,55.2,55.2,55.2,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.1,55.1,55.0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,506.9,506.9,506.9,507.0,507.0,507.0,507.0,507.0,0,0,0,0,0,0,0,0,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,0,-0.1,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,7193,0.0,0.0,0.0,664.5,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1，0，0，320，518，0，0，5400,0，30，652，0，0，100，1，82,0，0，0，0，0，0，0，0,0.0,60546.8,358.3,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,39.1
GKLHE8100T,2025-04-04 00:42:00,Standby,0.0,11854.6,55.0,55.3,55.1,55.1,55.0,54.9,54.9,54.9,55.0,55.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5.5,0.0,10515.8,217.8,398.6,393.3,395.5,0.0,0.0,0.0,0.0,0.0,0.0,230.4,228.9,226.3,50.0,0.0,1,0.0,0.0,29.4,39.1,29.1,0,30.6,55.0,55.0,55.3,55.3,55.1,55.1,55.1,55.1,54.9,54.9,54.9,54.9,54.9,54.9,54.9,54.9,55.0,55.0,55.0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,506.9,506.9,506.9,506.9,506.9,506.9,506.9,506.9,0,0,0,0,0,0,0,0,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,0,-0.1,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,7193,0.0,0.0,0.0,664.7,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1，0，0，320，518，0，0，5400,0，30，652，0，0，100，1，58,0，0，0，0，0，0，0，0,0.0,60546.8,358.3,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,39.1
GKLHE8100T,2025-04-04 00:44:00,Standby,0.0,11854.6,55.1,55.3,55.2,55.2,55.0,55.0,54.9,54.9,55.1,55.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5.5,0.0,10515.8,217.8,398.8,393.5,395.6,0.0,0.0,0.0,0.0,0.0,0.0,230.4,229.1,226.4,50.0,0.0,1,0.0,0.0,29.4,39.1,29.1,0,30.6,55.0,55.0,55.3,55.3,55.1,55.1,55.2,55.2,55.0,55.0,55.0,55.0,55.0,55.0,54.9,54.9,55.1,55.1,55.1,55.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,506.9,506.9,506.9,507.0,507.0,507.0,507.0,507.0,0,0,0,0,0,0,0,0,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,0,-0.1,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,7193,0.0,0.0,0.0,664.6,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1，0，0，320，518，0，0，5400,0，30，652，0，0，100，1，17,0，0，0，0，0，0，0，0,0.0,60546.8,358.3,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,39.1
GKLHE8100T,2025-04-04 00:47:00,Standby,0.0,11854.6,55.0,55.3,55.2,55.2,55.0,55.0,55.0,54.9,55.1,55.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5.5,0.0,10515.8,217.8,398.9,393.3,395.8,0.0,0.0,0.0,0.0,0.0,0.0,230.7,229.0,226.3,50.0,0.0,1,0.0,0.0,29.4,39.1,29.0,0,30.6,55.0,55.0,55.3,55.3,55.2,55.2,55.2,55.2,55.0,55.0,55.0,55.0,55.0,55.0,54.9,54.9,55.1,55.1,55.1,55.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,507.0,507.0,507.0,506.9,506.9,506.9,506.9,506.9,0,0,0,0,0,0,0,0,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,0,-0.1,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,7193,0.0,0.0,0.0,664.7,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1，0，0，320，518，0，0，5400,0，30，652，0，0，100，1，7,0，0，0，0，0，0，0，0,0.0,60546.8,358.3,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,39.1
GKLHE8100T,2025-04-04 00:49:00,Standby,0.0,11854.6,55.1,55.3,55.2,55.2,55.0,55.0,55.0,54.9,55.1,55.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5.5,0.0,10515.8,217.8,398.7,393.0,395.7,0.0,0.0,0.0,0.0,0.0,0.0,230.5,228.8,226.2,50.0,0.0,1,0.0,0.0,29.3,39.0,29.0,0,30.6,55.1,55.1,55.4,55.4,55.2,55.2,55.2,55.2,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.1,55.1,55.1,55.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,0,0,0,0,0,0,0,0,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,0,-0.1,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,7193,0.0,0.0,0.0,664.8,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1，0，0，320，518，0，0，5400,0，30，652，0，0，100，1，98,0，0，0，0，0，0，0，0,0.0,60546.8,358.3,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,39.0
GKLHE8100T,2025-04-04 00:51:00,Standby,0.0,11854.6,55.1,55.4,55.2,55.2,55.0,55.0,55.0,55.0,55.1,55.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5.5,0.0,10515.8,217.8,398.9,393.3,396.0,0.0,0.0,0.0,0.0,0.0,0.0,230.7,228.9,226.5,50.0,0.0,1,0.0,0.0,29.3,39.0,29.0,0,30.6,55.1,55.1,55.4,55.4,55.2,55.2,55.2,55.2,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.1,55.1,55.0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,507.0,507.0,507.0,507.0,507.0,507.0,507.0,507.0,0,0,0,0,0,0,0,0,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,0,-0.1,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,7193,0.0,0.0,0.0,664.7,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1，0，0，320，518，0，0，5400,0，30，652，0，0，100，1，71,0，0，0，0，0，0，0，0,0.0,60546.8,358.3,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,39.0
GKLHE8100T,2025-04-04 00:53:00,Standby,0.0,11854.6,55.0,55.3,55.2,55.2,55.0,55.0,55.0,55.0,55.1,55.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5.5,0.0,10515.8,217.8,399.0,393.1,395.8,0.0,0.0,0.0,0.0,0.0,0.0,230.5,229.0,226.4,50.0,0.0,1,0.0,0.0,29.3,39.0,29.0,0,30.6,55.1,55.1,55.4,55.4,55.2,55.2,55.2,55.2,55.0,55.0,55.0,55.0,55.0,55.0,54.9,54.9,55.1,55.1,55.1,55.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,507.0,507.0,507.0,506.9,506.9,506.9,506.9,506.9,0,0,0,0,0,0,0,0,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,0,-0.1,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,7193,0.0,0.0,0.0,664.7,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1，0，0，320，518，0，0，5400,0，30，652，0，0，100，1，6,0，0，0，0，0，0，0，0,0.0,60546.8,358.3,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,39.0
GKLHE8100T,2025-04-04 00:55:00,Standby,0.0,11854.6,55.0,55.3,55.2,55.2,55.0,55.0,55.0,54.9,55.0,55.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5.5,0.0,10515.8,217.8,399.0,393.6,395.9,0.0,0.0,0.0,0.0,0.0,0.0,230.5,229.1,226.6,50.0,0.0,1,0.0,0.0,29.3,39.0,29.0,0,30.5,55.0,55.0,55.3,55.3,55.2,55.2,55.2,55.2,55.0,55.0,55.0,55.0,55.0,55.0,54.9,54.9,55.0,55.0,55.0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,507.0,507.0,507.0,506.9,506.9,506.9,506.9,506.9,0,0,0,0,0,0,0,0,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,0,-0.1,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,0,7193,0.0,0.0,0.0,664.6,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1，0，0，320，518，0，0，5400,0，30，652，0，0，100，1，80,0，0，0，0，0，0，0，0,0.0,60546.8,358.3,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,39.0
